1432011146000,2.758
1432011207000,2.759
1432011268000,2.763
1432011329000,2.758
1432011390000,2.761
1432011451000,2.761
1432011512000,2.758
1432011573000,2.757
1432011634000,2.759
1432011695000,2.757
1432011756000,2.758
1432011817000,2.762
1432011878000,2.757
1432011939000,2.759
1432012000000,2.758
1432012061000,2.759
1432012122000,2.76
1432012183000,2.76
1432012244000,2.762
1432012305000,2.7585
1432012366000,2.758
1432012427000,2.762
1432012488000,2.761
1432012549000,2.76
1432012610000,2.76
1432012671000,2.758
1432012732000,2.761
1432012793000,2.758
1432012854000,2.756
1432012915000,2.76
1432012976000,2.761
1432013037000,2.76
1432013098000,2.758
1432013159000,2.756
1432013220000,2.758
1432013281000,2.759
1432013342000,2.759
1432013403000,2.76
1432013464000,2.761
1432013525000,2.759
1432013586000,2.76
1432013647000,2.758
1432013708000,2.758
1432013769000,2.756
1432013830000,2.76
1432013891000,2.759
1432013952000,2.759
1432014013000,2.759
1432014074000,2.761
1432014135000,2.761
1432014196000,2.761
1432014257000,2.759
1432014318000,2.758
1432014379000,2.758
1432014440000,2.758
1432014501000,2.762
1432014562000,2.759
1432014623000,2.76
1432014684000,2.759
1432014745000,2.761
1432014806000,2.761
1432014867000,2.762
1432014928000,2.76
1432014989000,2.758
1432015050000,2.759
1432015111000,2.758
1432015172000,2.761
1432015233000,2.761
1432015294000,2.762
1432015355000,2.76
1432015416000,2.757
1432015477000,2.761
1432015538000,2.759
1432015599000,2.761
1432015660000,2.759
1432015721000,2.761
1432015782000,2.757
1432015843000,2.759
1432015904000,2.76
1432015965000,2.757
1432016026000,2.758
1432016087000,2.76
1432016148000,2.761
1432016209000,2.759
1432016270000,2.76
1432016331000,2.76
1432016392000,2.765
1432016453000,2.759
1432016514000,2.76
1432016575000,2.759
1432016636000,2.76
1432016697000,2.758
1432016758000,2.76
1432016819000,2.758
1432016880000,2.758
1432016941000,2.76
1432017002000,2.759
1432017063000,2.761
1432017124000,2.755
1432017185000,2.761
1432017246000,2.76
1432017307000,2.76
1432017368000,2.758
1432017490000,2.759
1432017551000,2.761
1432017612000,2.76
1432017673000,2.763
1432017734000,2.759
1432017795000,2.761
1432017856000,2.758
1432017917000,2.762
1432017978000,2.759
1432018039000,2.76
1432018100000,2.76
1432018161000,2.761
1432018222000,2.758
1432018283000,2.763
1432018344000,2.761
1432018405000,2.761
1432018466000,2.761
1432018527000,2.761
1432018588000,2.762
1432018649000,2.76
1432018710000,2.759
1432018771000,2.759
1432018832000,2.758
1432018893000,2.76
1432018954000,2.762
1432019015000,2.758
1432019076000,2.76
1432019137000,2.762
1432019198000,2.759
1432019259000,2.759
1432019320000,2.76
1432019381000,2.76
1432019442000,2.759
1432019503000,2.759
1432019564000,2.7595
1432019625000,2.761
1432019686000,2.76
1432019747000,2.761
1432019808000,2.759
1432019869000,2.761
1432019930000,2.759
1432019991000,2.76
1432020052000,2.76
1432020113000,2.759
1432020174000,2.759
1432020235000,2.76
1432020296000,2.76
1432020357000,2.758
1432020418000,2.76
1432020479000,2.76
1432020540000,2.761
1432020601000,2.759
1432020662000,2.758
1432020723000,2.759
1432020784000,2.761
1432020845000,2.76
1432020906000,2.758
1432020967000,2.761
1432021028000,2.76
1432021089000,2.761
1432021150000,2.761
1432021211000,2.76
1432021272000,2.76
1432021333000,2.759
1432021394000,2.758
1432021455000,2.761
1432021516000,2.759
1432021577000,2.761
1432021638000,2.761
1432021699000,2.761
1432021760000,2.759
1432021821000,2.761
1432021882000,2.759
1432021943000,2.761
1432022004000,2.758
1432022065000,2.761
1432022126000,2.76
1432022187000,2.76
1432022248000,2.758
1432022309000,2.758
1432022370000,2.759
1432022431000,2.758
1432022492000,2.761
1432022553000,2.756
1432022614000,2.758
1432022675000,2.758
1432022736000,2.76
1432022797000,2.761
1432022858000,2.758
1432022919000,2.762
1432022980000,2.761
1432023041000,2.76
1432023102000,2.76
1432023163000,2.759
1432023224000,2.7589998
1432023285000,2.761
1432023346000,2.76
1432023407000,2.757
1432023468000,2.759
1432023529000,2.76
1432023590000,2.761
1432023651000,2.759
1432023712000,2.76
1432023773000,2.759
1432023834000,2.762
1432023895000,2.762
1432023956000,2.759
1432024017000,2.759
1432024078000,2.756
1432024139000,2.758
1432024200000,2.76
1432024261000,2.759
1432024322000,2.761
1432024383000,2.76
1432024444000,2.76
1432024505000,2.759
1432024566000,2.762
1432024627000,2.76
1432024688000,2.76
1432024749000,2.762
1432024810000,2.759
1432024871000,2.76
1432024932000,2.76
1432024993000,2.76
1432025054000,2.761
1432025115000,2.759
1432025176000,2.761
1432025237000,2.756
1432025298000,2.76
1432025359000,2.76
1432025420000,2.761
1432025481000,2.759
1432025542000,2.76
1432025603000,2.758
1432025664000,2.758
1432025725000,2.762
1432025786000,2.76
1432025847000,2.759
1432025908000,2.759
1432025969000,2.758
1432026030000,2.758
1432026091000,2.76
1432026152000,2.759
1432026213000,2.758
1432026274000,2.759
1432026335000,2.76
1432026396000,2.76
1432026457000,2.758
1432026518000,2.759
1432026579000,2.76
1432026640000,2.759
1432026701000,2.758
1432026762000,2.76
1432026823000,2.759
1432026884000,2.7595
1432026945000,2.762
1432027006000,2.758
1432027067000,2.759
1432027128000,2.759
1432027189000,2.759
1432027250000,2.76
1432027311000,2.759
1432027372000,2.761
1432027433000,2.763
1432027494000,2.76
1432027555000,2.758
1432027616000,2.764
1432027677000,2.763
1432027738000,2.761
1432027799000,2.762
1432027860000,2.758
1432027921000,2.761
1432027982000,2.765
1432028043000,2.76
1432028104000,2.762
1432028165000,2.76
1432028226000,2.76
1432028287000,2.759
1432028348000,2.76
1432028409000,2.759
1432028470000,2.762
1432028531000,2.761
1432028592000,2.761
1432028653000,2.76
1432028714000,2.761
1432028775000,2.759
1432028836000,2.762
1432028897000,2.761
1432028958000,2.76
1432029019000,2.761
1432029080000,2.761
1432029141000,2.76
1432029202000,2.76
1432029263000,2.764
1432029324000,2.762
1432029385000,2.763
1432029446000,2.761
1432029507000,2.76
1432029568000,2.762
1432029629000,2.762
1432029690000,2.762
1432029751000,2.76
1432029812000,2.761
1432029873000,2.762
1432029934000,2.761
1432029995000,2.759
1432030056000,2.759
1432030117000,2.762
1432030178000,2.762
1432030239000,2.762
1432030300000,2.764
1432030361000,2.76
1432030422000,2.761
1432030483000,2.761
1432030544000,2.7615
1432030605000,2.762
1432030666000,2.761
1432030727000,2.761
1432030788000,2.763
1432030849000,2.761
1432030910000,2.761
1432030971000,2.761
1432031032000,2.761
1432031093000,2.761
1432031154000,2.76
1432031215000,2.763
1432031276000,2.76
1432031337000,2.762
1432031398000,2.762
1432031459000,2.758
1432031520000,2.761
1432031581000,2.759
1432031642000,2.763
1432031703000,2.761
1432031764000,2.759
1432031825000,2.76
1432031886000,2.761
1432031947000,2.759
1432032008000,2.765
1432032069000,2.758
1432032130000,2.762
1432032191000,2.762
1432032252000,2.76
1432032313000,2.759
1432032374000,2.76
1432032435000,2.762
1432032496000,2.762
1432032557000,2.761
1432032618000,2.761
1432032679000,2.761
1432032740000,2.762
1432032801000,2.761
1432032862000,2.761
1432032923000,2.761
1432032984000,2.76
1432033045000,2.761
1432033106000,2.759
1432033167000,2.763
1432033228000,2.76
1432033289000,2.762
1432033350000,2.762
1432033411000,2.76
1432033472000,2.764
1432033533000,2.762
1432033594000,2.76
1432033655000,2.763
1432033716000,2.763
1432033777000,2.76
1432033838000,2.759
1432033899000,2.761
1432033960000,2.761
1432034021000,2.761
1432034082000,2.764
1432034143000,2.764
1432034204000,2.7615
1432034265000,2.758
1432034326000,2.762
1432034387000,2.76
1432034448000,2.762
1432034509000,2.762
1432034570000,2.761
1432034631000,2.759
1432034692000,2.764
1432034753000,2.76
1432034814000,2.764
1432034875000,2.763
1432034936000,2.76
1432034997000,2.76
1432035058000,2.762
1432035119000,2.761
1432035180000,2.761
1432035241000,2.762
1432035302000,2.762
1432035363000,2.76
1432035424000,2.762
1432035485000,2.764
1432035546000,2.762
1432035607000,2.761
1432035668000,2.761
1432035729000,2.762
1432035790000,2.763
1432035851000,2.761
1432035912000,2.763
1432035973000,2.761
1432036034000,2.761
1432036095000,2.76
1432036156000,2.762
1432036217000,2.761
1432036278000,2.763
1432036339000,2.76
1432036400000,2.764
1432036461000,2.76
1432036522000,2.763
1432036583000,2.762
1432036644000,2.762
1432036705000,2.762
1432036766000,2.761
1432036827000,2.761
1432036888000,2.76
1432036949000,2.761
1432037010000,2.759
1432037071000,2.761
1432037132000,2.759
1432037193000,2.762
1432037254000,2.763
1432037315000,2.761
1432037376000,2.762
1432037437000,2.761
1432037498000,2.761
1432037559000,2.762
1432037620000,2.761
1432037681000,2.76
1432037742000,2.759
1432037803000,2.761
1432037864000,2.7624998
1432037925000,2.76
1432037986000,2.763
1432038047000,2.762
1432038108000,2.762
1432038169000,2.763
1432038230000,2.761
1432038291000,2.763
1432038352000,2.761
1432038413000,2.76
1432038474000,2.76
1432038535000,2.76
1432038596000,2.762
1432038657000,2.76
1432038718000,2.76
1432038779000,2.761
1432038840000,2.76
1432038901000,2.76
1432038962000,2.761
1432039023000,2.761
1432039084000,2.761
1432039145000,2.76
1432039206000,2.762
1432039267000,2.76
1432039328000,2.761
1432039389000,2.762
1432039450000,2.762
1432039511000,2.761
1432039572000,2.762
1432039633000,2.762
1432039694000,2.761
1432039755000,2.762
1432039816000,2.76
1432039877000,2.759
1432039938000,2.76
1432039999000,2.761
1432040060000,2.762
1432040121000,2.761
1432040182000,2.762
1432040243000,2.76
1432040304000,2.762
1432040365000,2.763
1432040426000,2.762
1432040487000,2.761
1432040548000,2.762
1432040609000,2.761
1432040670000,2.764
1432040731000,2.761
1432040792000,2.763
1432040853000,2.761
1432040914000,2.763
1432040975000,2.76
1432041036000,2.761
1432041097000,2.762
1432041158000,2.762
1432041219000,2.763
1432041280000,2.761
1432041341000,2.761
1432041402000,2.762
1432041463000,2.763
1432041524000,2.7615
1432041585000,2.763
1432041646000,2.762
1432041707000,2.764
1432041768000,2.76
1432041829000,2.761
1432041890000,2.76
1432041951000,2.762
1432042012000,2.761
1432042073000,2.761
1432042134000,2.762
1432042195000,2.762
1432042256000,2.761
1432042317000,2.76
1432042378000,2.76
1432042439000,2.759
1432042500000,2.761
1432042561000,2.761
1432042622000,2.762
1432042683000,2.763
1432042744000,2.763
1432042805000,2.76
1432042866000,2.761
1432042927000,2.762
1432042988000,2.763
1432043049000,2.764
1432043110000,2.761
1432043171000,2.764
1432043232000,2.76
1432043293000,2.764
1432043354000,2.759
1432043415000,2.761
1432043476000,2.761
1432043537000,2.762
1432043598000,2.761
1432043659000,2.762
1432043720000,2.762
1432043781000,2.763
1432043842000,2.761
1432043903000,2.76
1432043964000,2.763
1432044025000,2.762
1432044086000,2.761
1432044147000,2.763
1432044208000,2.762
1432044269000,2.764
1432044330000,2.761
1432044391000,2.761
1432044452000,2.762
1432044513000,2.761
1432044574000,2.762
1432044635000,2.761
1432044696000,2.762
1432044757000,2.762
1432044818000,2.76
1432044879000,2.761
1432044940000,2.761
1432045001000,2.763
1432045062000,2.761
1432045123000,2.762
1432045184000,2.76
1432045245000,2.7605
1432045306000,2.762
1432045367000,2.762
1432045428000,2.761
1432045489000,2.759
1432045550000,2.76
1432045611000,2.762
1432045672000,2.76
1432045733000,2.758
1432045794000,2.754
1432045855000,2.751
1432045916000,2.754
1432045977000,2.756
1432046038000,2.759
1432046099000,2.755
1432046160000,2.754
1432046221000,2.758
1432046282000,2.756
1432046343000,2.757
1432046404000,2.755
1432046465000,2.758
1432046526000,2.753
1432046587000,2.755
1432046648000,2.76
1432046709000,2.758
1432046770000,2.756
1432046831000,2.757
1432046892000,2.757
1432046953000,2.757
1432047014000,2.756
1432047075000,2.758
1432047136000,2.757
1432047197000,2.758
1432047258000,2.755
1432047319000,2.757
1432047380000,2.758
1432047441000,2.758
1432047502000,2.758
1432047563000,2.757
1432047624000,2.755
1432047685000,2.753
1432047746000,2.755
1432047807000,2.756
1432047868000,2.757
1432047929000,2.757
1432047990000,2.755
1432048051000,2.757
1432054761000,2.758
1432054822000,2.759
1432054883000,2.758
1432054944000,2.759
1432055005000,2.761
1432055066000,2.76
1432055127000,2.757
1432055188000,2.76
1432055249000,2.758
1432055310000,2.761
1432055371000,2.76
1432055432000,2.761
1432055493000,2.756
1432055554000,2.758
1432055615000,2.758
1432055676000,2.76
1432055737000,2.76
1432055798000,2.761
1432055859000,2.757
1432055920000,2.759
1432055981000,2.761
1432056042000,2.758
1432056103000,2.761
1432056164000,2.759
1432056225000,2.76
1432056286000,2.757
1432056347000,2.759
1432056408000,2.759
1432056469000,2.759
1432056530000,2.761
1432056591000,2.759
1432056652000,2.758
1432056713000,2.758
1432056774000,2.758
1432056835000,2.757
1432056896000,2.76
1432056957000,2.76
1432057018000,2.761
1432057079000,2.761
1432057140000,2.761
1432057201000,2.758
1432057262000,2.759
1432057323000,2.759
1432057384000,2.761
1432057445000,2.757
1432057506000,2.759
1432057567000,2.759
1432057628000,2.759
1432057689000,2.759
1432057750000,2.758
1432057811000,2.762
1432057872000,2.76
1432057933000,2.759
1432057994000,2.759
1432058055000,2.759
1432058116000,2.759
1432058177000,2.755
1432058238000,2.757
1432058299000,2.761
1432058360000,2.757
1432058421000,2.757
1432058482000,2.7575
1432058543000,2.761
1432058604000,2.758
1432058665000,2.76
1432058726000,2.757
1432058787000,2.759
1432058848000,2.759
1432058909000,2.76
1432058970000,2.759
1432059031000,2.76
1432059092000,2.76
1432059153000,2.76
1432059214000,2.761
1432059275000,2.762
1432059336000,2.761
1432059397000,2.758
1432059458000,2.759
1432059519000,2.761
1432059580000,2.757
1432059641000,2.759
1432059702000,2.76
1432059763000,2.759
1432059824000,2.757
1432059885000,2.759
1432059946000,2.761
1432060007000,2.761
1432060068000,2.757
1432060129000,2.759
1432060190000,2.76
1432060251000,2.76
1432060312000,2.758
1432060373000,2.759
1432060434000,2.758
1432060495000,2.76
1432060556000,2.76
1432060617000,2.758
1432060678000,2.758
1432060739000,2.761
1432060800000,2.757
1432060861000,2.757
1432060922000,2.759
1432060983000,2.76
1432061044000,2.756
1432061105000,2.759
1432061166000,2.758
1432061227000,2.76
1432061288000,2.761
1432061349000,2.759
